scenario_name,game_type,coalition_id,v_value,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11
buldyrev2010_italy_case_study,protection,coalition_63,0.5,True,True,True,True,True,True,False,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_64,0.75,False,False,False,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_65,0.75,True,False,False,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_66,0.75,False,True,False,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_67,0.75,True,True,False,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_68,0.75,False,False,True,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_69,0.75,True,False,True,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_70,0.75,False,True,True,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_71,0.75,True,True,True,False,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_72,0.75,False,False,False,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_73,0.75,True,False,False,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_74,0.75,False,True,False,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_75,0.75,True,True,False,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_76,0.75,False,False,True,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_77,0.75,True,False,True,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_78,0.75,False,True,True,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_79,0.75,True,True,True,True,False,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_80,0.75,False,False,False,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_81,0.75,True,False,False,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_82,0.75,False,True,False,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_83,0.75,True,True,False,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_84,0.75,False,False,True,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_85,0.75,True,False,True,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_86,0.75,False,True,True,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_87,0.75,True,True,True,False,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_88,0.75,False,False,False,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_89,0.75,True,False,False,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_90,0.75,False,True,False,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_91,0.75,True,True,False,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_92,0.75,False,False,True,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_93,0.75,True,False,True,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_94,0.75,False,True,True,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_95,0.75,True,True,True,True,True,False,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_96,0.75,False,False,False,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_97,0.75,True,False,False,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_98,0.75,False,True,False,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_99,0.75,True,True,False,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_100,0.75,False,False,True,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_101,0.75,True,False,True,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_102,0.75,False,True,True,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_103,0.75,True,True,True,False,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_104,0.75,False,False,False,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_105,0.75,True,False,False,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_106,0.75,False,True,False,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_107,0.75,True,True,False,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_108,0.75,False,False,True,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_109,0.75,True,False,True,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_110,0.75,False,True,True,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_111,0.75,True,True,True,True,False,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_112,0.75,False,False,False,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_113,0.75,True,False,False,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_114,0.75,False,True,False,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_115,0.75,True,True,False,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_116,0.75,False,False,True,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_117,0.75,True,False,True,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_118,0.75,False,True,True,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_119,0.75,True,True,True,False,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_120,0.75,False,False,False,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_121,0.75,True,False,False,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_122,0.75,False,True,False,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_123,0.75,True,True,False,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_124,0.75,False,False,True,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_125,0.75,True,False,True,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_126,0.75,False,True,True,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_127,0.75,True,True,True,True,True,True,True,False,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_128,0.5,False,False,False,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_129,0.5,True,False,False,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_130,0.5,False,True,False,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_131,0.5,True,True,False,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_132,0.5,False,False,True,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_133,0.5,True,False,True,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_134,0.5,False,True,True,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_135,0.5,True,True,True,False,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_136,0.5,False,False,False,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_137,0.5,True,False,False,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_138,0.5,False,True,False,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_139,0.5,True,True,False,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_140,0.5,False,False,True,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_141,0.5,True,False,True,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_142,0.5,False,True,True,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_143,0.5,True,True,True,True,False,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_144,0.5,False,False,False,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_145,0.5,True,False,False,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_146,0.5,False,True,False,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_147,0.5,True,True,False,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_148,0.5,False,False,True,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_149,0.5,True,False,True,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_150,0.5,False,True,True,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_151,0.5,True,True,True,False,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_152,0.5,False,False,False,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_153,0.5,True,False,False,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_154,0.5,False,True,False,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_155,0.5,True,True,False,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_156,0.5,False,False,True,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_157,0.5,True,False,True,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_158,0.5,False,True,True,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_159,0.5,True,True,True,True,True,False,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_160,0.5,False,False,False,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_161,0.5,True,False,False,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_162,0.5,False,True,False,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_163,0.5,True,True,False,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_164,0.5,False,False,True,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_165,0.5,True,False,True,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_166,0.5,False,True,True,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_167,0.5,True,True,True,False,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_168,0.5,False,False,False,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_169,0.5,True,False,False,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_170,0.5,False,True,False,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_171,0.5,True,True,False,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_172,0.5,False,False,True,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_173,0.5,True,False,True,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_174,0.5,False,True,True,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_175,0.5,True,True,True,True,False,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_176,0.5,False,False,False,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_177,0.5,True,False,False,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_178,0.5,False,True,False,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_179,0.5,True,True,False,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_180,0.5,False,False,True,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_181,0.5,True,False,True,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_182,0.5,False,True,True,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_183,0.5,True,True,True,False,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_184,0.5,False,False,False,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_185,0.5,True,False,False,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_186,0.5,False,True,False,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_187,0.5,True,True,False,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_188,0.5,False,False,True,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_189,0.5,True,False,True,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_190,0.5,False,True,True,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_191,0.5,True,True,True,True,True,True,False,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_192,0.75,False,False,False,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_193,0.75,True,False,False,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_194,0.75,False,True,False,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_195,0.75,True,True,False,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_196,0.75,False,False,True,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_197,0.75,True,False,True,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_198,0.75,False,True,True,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_199,0.75,True,True,True,False,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_200,0.75,False,False,False,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_201,0.75,True,False,False,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_202,0.75,False,True,False,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_203,0.75,True,True,False,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_204,0.75,False,False,True,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_205,0.75,True,False,True,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_206,0.75,False,True,True,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_207,0.75,True,True,True,True,False,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_208,0.75,False,False,False,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_209,0.75,True,False,False,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_210,0.75,False,True,False,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_211,0.75,True,True,False,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_212,0.75,False,False,True,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_213,0.75,True,False,True,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_214,0.75,False,True,True,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_215,0.75,True,True,True,False,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_216,0.75,False,False,False,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_217,0.75,True,False,False,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_218,0.75,False,True,False,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_219,0.75,True,True,False,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_220,0.75,False,False,True,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_221,0.75,True,False,True,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_222,0.75,False,True,True,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_223,0.75,True,True,True,True,True,False,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_224,0.75,False,False,False,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_225,0.75,True,False,False,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_226,0.75,False,True,False,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_227,0.75,True,True,False,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_228,0.75,False,False,True,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_229,0.75,True,False,True,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_230,0.75,False,True,True,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_231,0.75,True,True,True,False,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_232,0.75,False,False,False,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_233,0.75,True,False,False,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_234,0.75,False,True,False,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_235,0.75,True,True,False,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_236,0.75,False,False,True,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_237,0.75,True,False,True,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_238,0.75,False,True,True,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_239,0.75,True,True,True,True,False,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_240,0.75,False,False,False,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_241,0.75,True,False,False,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_242,0.75,False,True,False,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_243,0.75,True,True,False,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_244,0.75,False,False,True,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_245,0.75,True,False,True,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_246,0.75,False,True,True,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_247,0.75,True,True,True,False,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_248,0.75,False,False,False,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_249,0.75,True,False,False,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_250,0.75,False,True,False,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_251,0.75,True,True,False,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_252,0.75,False,False,True,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_253,0.75,True,False,True,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_254,0.75,False,True,True,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_255,0.75,True,True,True,True,True,True,True,True,False,False,False,False
buldyrev2010_italy_case_study,protection,coalition_256,0.5,False,False,False,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_257,0.5,True,False,False,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_258,0.5,False,True,False,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_259,0.5,True,True,False,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_260,0.5,False,False,True,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_261,0.5,True,False,True,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_262,0.5,False,True,True,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_263,0.5,True,True,True,False,False,False,False,False,True,False,False,False
buldyrev2010_italy_case_study,protection,coalition_264,0.5,False,False,False,True,False,False,False,False,True,False,False,False
